"","fips","simyear","stover_removal","stover_dryyield_kgha"
"16972",19191,2035,"G75S",10470.2758139535
"16973",19191,2037,"G",0
"16974",19191,2037,"G25S",3738.94279069767
"16975",19191,2037,"G50S",7478.10488372093
"16976",19191,2037,"G75S",11221.4737209302
"16977",19191,2039,"G",0
"16978",19191,2039,"G25S",4291.48906976744
"16979",19191,2039,"G50S",8581.64860465116
"16980",19191,2039,"G75S",12877.1209302326
"16981",19193,2011,"G",0
"16982",19193,2011,"G25S",3309.61255813954
"16983",19193,2011,"G50S",6618.34651162791
"16984",19193,2011,"G75S",9927.95906976744
"16985",19193,2013,"G",0
"16986",19193,2013,"G25S",3079.53511627907
"16987",19193,2013,"G50S",6161.80906976744
"16988",19193,2013,"G75S",9246.40860465116
"16989",19193,2015,"G",0
"16990",19193,2015,"G25S",2899.43162790698
"16991",19193,2015,"G50S",5800.46534883721
"16992",19193,2015,"G75S",8701.34395348837
"16993",19193,2017,"G",0
"16994",19193,2017,"G25S",3361.96418604651
"16995",19193,2017,"G50S",6726.8223255814
"16996",19193,2017,"G75S",10094.5744186047
"16997",19193,2019,"G",0
"16998",19193,2019,"G25S",3035.0388372093
"16999",19193,2019,"G50S",6065.01325581395
"17000",19193,2019,"G75S",9094.10906976744
"17001",19193,2021,"G",0
"17002",19193,2021,"G25S",2897.51930232558
"17003",19193,2021,"G50S",5793.59162790698
"17004",19193,2021,"G75S",8690.38744186046
"17005",19193,2023,"G",0
"17006",19193,2023,"G25S",3894.93558139535
"17007",19193,2023,"G50S",7793.48860465116
"17008",19193,2023,"G75S",11687.0802325581
"17009",19193,2025,"G",0
"17010",19193,2025,"G25S",3680.41372093023
"17011",19193,2025,"G50S",7365.16837209302
"17012",19193,2025,"G75S",11047.5974418605
"17013",19193,2027,"G",0
"17014",19193,2027,"G25S",3909.92279069767
"17015",19193,2027,"G50S",7821.86093023256
"17016",19193,2027,"G75S",11739.0186046512
"17017",19193,2029,"G",0
"17018",19193,2029,"G25S",3877.77790697674
"17019",19193,2029,"G50S",7759.32837209302
"17020",19193,2029,"G75S",11644.3411627907
"17021",19193,2031,"G",0
"17022",19193,2031,"G25S",3486.51186046512
"17023",19193,2031,"G50S",6975.9176744186
"17024",19193,2031,"G75S",10467.6490697674
"17025",19193,2033,"G",0
"17026",19193,2033,"G25S",4387.70069767442
"17027",19193,2033,"G50S",8780.31069767442
"17028",19193,2033,"G75S",13181.0341860465
"17029",19193,2035,"G",0
"17030",19193,2035,"G25S",3643.35953488372
"17031",19193,2035,"G50S",7289.45790697674
"17032",19193,2035,"G75S",10936.4348837209
"17033",19193,2037,"G",0
"17034",19193,2037,"G25S",3380.25860465116
"17035",19193,2037,"G50S",6761.24069767442
"17036",19193,2037,"G75S",10145.8402325581
"17037",19193,2039,"G",0
"17038",19193,2039,"G25S",5049.97511627907
"17039",19193,2039,"G50S",10091.3193023256
"17040",19193,2039,"G75S",15112.9730232558
"17041",19195,2011,"G",0
"17042",19195,2011,"G25S",3383.72093023256
"17043",19195,2011,"G50S",6767.4923255814
"17044",19195,2011,"G75S",10151.213255814
"17045",19195,2013,"G",0
"17046",19195,2013,"G25S",2451.1123255814
"17047",19195,2013,"G50S",4902.22465116279
"17048",19195,2013,"G75S",7353.33697674419
"17049",19195,2015,"G",0
"17050",19195,2015,"G25S",3039.58534883721
"17051",19195,2015,"G50S",6081.39534883721
"17052",19195,2015,"G75S",9120.98069767442
"17053",19195,2017,"G",0
"17054",19195,2017,"G25S",2830.13162790698
"17055",19195,2017,"G50S",5658.03860465116
"17056",19195,2017,"G75S",8488.22069767442
"17057",19195,2019,"G",0
"17058",19195,2019,"G25S",2725.27860465116
"17059",19195,2019,"G50S",5450.65813953488
"17060",19195,2019,"G75S",8176.08813953488
"17061",19195,2021,"G",0
"17062",19195,2021,"G25S",3179.01930232558
"17063",19195,2021,"G50S",6355.81395348837
"17064",19195,2021,"G75S",9534.83325581395
"17065",19195,2023,"G",0
"17066",19195,2023,"G25S",3337.71395348837
"17067",19195,2023,"G50S",6650.19976744186
"17068",19195,2023,"G75S",9932.80627906977
"17069",19195,2025,"G",0
"17070",19195,2025,"G25S",3460.46511627907
"17071",19195,2025,"G50S",6920.93023255814
"17072",19195,2025,"G75S",10383.6704651163
"17073",19195,2027,"G",0
"17074",19195,2027,"G25S",3972.09302325581
"17075",19195,2027,"G50S",7944.13558139535
"17076",19195,2027,"G75S",11913.9534883721
"17077",19195,2029,"G",0
"17078",19195,2029,"G25S",3785.99604651163
"17079",19195,2029,"G50S",7569.76744186047
"17080",19195,2029,"G75S",11355.7634883721
"17081",19195,2031,"G",0
"17082",19195,2031,"G25S",2951.21325581395
"17083",19195,2031,"G50S",5900.10093023256
"17084",19195,2031,"G75S",8848.93813953488
"17085",19195,2033,"G",0
"17086",19195,2033,"G25S",4092.82139534884
"17087",19195,2033,"G50S",8183.3676744186
"17088",19195,2033,"G75S",12276.1386046512
"17089",19195,2035,"G",0
"17090",19195,2035,"G25S",3643.98418604651
"17091",19195,2035,"G50S",7288.0188372093
"17092",19195,2035,"G75S",10932.0030232558
"17093",19195,2037,"G",0
"17094",19195,2037,"G25S",3390.14255813954
"17095",19195,2037,"G50S",6782.6611627907
"17096",19195,2037,"G75S",10175.5330232558
"17097",19195,2039,"G",0
"17098",19195,2039,"G25S",4427.75558139535
"17099",19195,2039,"G50S",8857.83674418605
"17100",19195,2039,"G75S",13287.6655813953
"17101",19197,2011,"G",0
"17102",19197,2011,"G25S",3199.99395348837
"17103",19197,2011,"G50S",6401.15372093023
"17104",19197,2011,"G75S",9602.30744186046
"17105",19197,2013,"G",0
"17106",19197,2013,"G25S",2601.1476744186
"17107",19197,2013,"G50S",5204.62697674419
"17108",19197,2013,"G75S",7805.78069767442
"17109",19197,2015,"G",0
"17110",19197,2015,"G25S",3054.63604651163
"17111",19197,2015,"G50S",6110.43790697674
"17112",19197,2015,"G75S",9169.7311627907
"17113",19197,2017,"G",0
"17114",19197,2017,"G25S",2866.28209302326
"17115",19197,2017,"G50S",5731.40441860465
"17116",19197,2017,"G75S",8596.52069767442
"17117",19197,2019,"G",0
"17118",19197,2019,"G25S",2839.5288372093
"17119",19197,2019,"G50S",5679.0576744186
"17120",19197,2019,"G75S",8519.74627906977
"17121",19197,2021,"G",0
"17122",19197,2021,"G25S",3040.68255813954
"17123",19197,2021,"G50S",6081.3711627907
"17124",19197,2021,"G75S",9122.06581395349
"17125",19197,2023,"G",0
"17126",19197,2023,"G25S",3259.46255813953
"17127",19197,2023,"G50S",6442.22930232558
"17128",19197,2023,"G75S",9516.90790697674
"17129",19197,2025,"G",0
"17130",19197,2025,"G25S",3620.92418604651
"17131",19197,2025,"G50S",7243.01418604651
"17132",19197,2025,"G75S",10865.0981395349
"17133",19197,2027,"G",0
"17134",19197,2027,"G25S",3904.64511627907
"17135",19197,2027,"G50S",7809.29023255814
"17136",19197,2027,"G75S",11712.7755813953
"17137",19197,2029,"G",0
"17138",19197,2029,"G25S",3444.19209302326
"17139",19197,2029,"G50S",6886.05860465116
"17140",19197,2029,"G75S",10327.9251162791
"17141",19197,2031,"G",0
"17142",19197,2031,"G25S",3159.29325581395
"17143",19197,2031,"G50S",6319.75232558139
"17144",19197,2031,"G75S",9481.37720930233
"17145",19197,2033,"G",0
"17146",19197,2033,"G25S",3980.22953488372
"17147",19197,2033,"G50S",7959.29930232558
"17148",19197,2033,"G75S",11939.5288372093
"17149",19197,2035,"G",0
"17150",19197,2035,"G25S",3756.96162790698
"17151",19197,2035,"G50S",7516.25488372093
"17152",19197,2035,"G75S",11274.3823255814
"17153",19197,2037,"G",0
"17154",19197,2037,"G25S",3391.83325581395
"17155",19197,2037,"G50S",6789.48953488372
"17156",19197,2037,"G75S",10187.1458139535
"17157",19197,2039,"G",0
"17158",19197,2039,"G25S",4362.77860465116
"17159",19197,2039,"G50S",8724.39744186046
"17160",19197,2039,"G75S",13086.0102325581
"17161",20003,2011,"G",0
"17162",20003,2011,"G25S",2244.18604651163
"17163",20003,2011,"G50S",4486.46279069767
"17164",20003,2011,"G75S",6730.6488372093
"17165",20003,2013,"G",0
"17166",20003,2013,"G25S",2807.80930232558
"17167",20003,2013,"G50S",5615.76906976744
"17168",20003,2013,"G75S",8421.49697674419
"17169",20003,2015,"G",0
"17170",20003,2015,"G25S",2710.73860465116
"17171",20003,2015,"G50S",5422.81976744186
"17172",20003,2015,"G75S",8137.90674418605
"17173",20003,2017,"G",0
"17174",20003,2017,"G25S",2678.65348837209
"17175",20003,2017,"G50S",5356.74023255814
"17176",20003,2017,"G75S",8035.81
"17177",20003,2019,"G",0
"17178",20003,2019,"G25S",2586.97279069768
"17179",20003,2019,"G50S",5173.94558139535
"17180",20003,2019,"G75S",7760.97511627907
"17181",20003,2021,"G",0
"17182",20003,2021,"G25S",2054.41465116279
"17183",20003,2021,"G50S",4108.31930232558
"17184",20003,2021,"G75S",6161.33465116279
"17185",20003,2023,"G",0
"17186",20003,2023,"G25S",2975.40162790698
"17187",20003,2023,"G50S",5946.98465116279
"17188",20003,2023,"G75S",8916.2988372093
"17189",20003,2025,"G",0
"17190",20003,2025,"G25S",3100
"17191",20003,2025,"G50S",6200
"17192",20003,2025,"G75S",9300
"17193",20003,2027,"G",0
"17194",20003,2027,"G25S",3643.29674418605
"17195",20003,2027,"G50S",7286.08348837209
"17196",20003,2027,"G75S",10929.7965116279
"17197",20003,2029,"G",0
"17198",20003,2029,"G25S",2885.63023255814
"17199",20003,2029,"G50S",5771.20372093023
"17200",20003,2029,"G75S",8657.66651162791
"17201",20003,2031,"G",0
"17202",20003,2031,"G25S",3030.17581395349
"17203",20003,2031,"G50S",6061.33465116279
"17204",20003,2031,"G75S",9091.15093023256
"17205",20003,2033,"G",0
"17206",20003,2033,"G25S",2721.44023255814
"17207",20003,2033,"G50S",5440.55488372093
"17208",20003,2033,"G75S",8162.41139534884
"17209",20003,2035,"G",0
"17210",20003,2035,"G25S",3353.52534883721
"17211",20003,2035,"G50S",6707.52372093023
"17212",20003,2035,"G75S",10061.4653488372
"17213",20003,2037,"G",0
"17214",20003,2037,"G25S",3282.32162790698
"17215",20003,2037,"G50S",6566.55255813954
"17216",20003,2037,"G75S",9849.29046511628
"17217",20003,2039,"G",0
"17218",20003,2039,"G25S",3787.48279069767
"17219",20003,2039,"G50S",7574.03930232558
"17220",20003,2039,"G75S",11355.018372093
"17221",20005,2011,"G",0
"17222",20005,2011,"G25S",2656.23069767442
"17223",20005,2011,"G50S",5312.46139534884
"17224",20005,2011,"G75S",7970.18418604651
"17225",20005,2013,"G",0
"17226",20005,2013,"G25S",2769.35069767442
"17227",20005,2013,"G50S",5537.20930232558
"17228",20005,2013,"G75S",8305.48465116279
"17229",20005,2015,"G",0
"17230",20005,2015,"G25S",2948.83720930233
"17231",20005,2015,"G50S",5897.67441860465
"17232",20005,2015,"G75S",8844.60279069767
"17233",20005,2017,"G",0
"17234",20005,2017,"G25S",2713.95348837209
"17235",20005,2017,"G50S",5425.99813953488
"17236",20005,2017,"G75S",8139.95162790698
"17237",20005,2019,"G",0
"17238",20005,2019,"G25S",2486.28837209302
"17239",20005,2019,"G50S",4960.29023255814
"17240",20005,2019,"G75S",7424.98976744186
"17241",20005,2021,"G",0
"17242",20005,2021,"G25S",2095.76558139535
"17243",20005,2021,"G50S",4193.44
"17244",20005,2021,"G75S",6291.5311627907
"17245",20005,2023,"G",0
"17246",20005,2023,"G25S",2783.54604651163
"17247",20005,2023,"G50S",5536.02604651163
"17248",20005,2023,"G75S",8246.05395348837
"17249",20005,2025,"G",0
"17250",20005,2025,"G25S",3210.96930232558
"17251",20005,2025,"G50S",6414.12837209302
"17252",20005,2025,"G75S",9600.59162790698
"17253",20005,2027,"G",0
"17254",20005,2027,"G25S",3446.51162790698
"17255",20005,2027,"G50S",6891.94790697675
"17256",20005,2027,"G75S",10336.9674418605
"17257",20005,2029,"G",0
"17258",20005,2029,"G25S",2928.32372093023
"17259",20005,2029,"G50S",5856.23069767442
"17260",20005,2029,"G75S",8783.0623255814
"17261",20005,2031,"G",0
"17262",20005,2031,"G25S",3447.34511627907
"17263",20005,2031,"G50S",6890.45581395349
"17264",20005,2031,"G75S",10317.7041860465
"17265",20005,2033,"G",0
"17266",20005,2033,"G25S",3230.64930232558
"17267",20005,2033,"G50S",6460.88186046512
"17268",20005,2033,"G75S",9693.44
"17269",20005,2035,"G",0
"17270",20005,2035,"G25S",3129.99069767442
"17271",20005,2035,"G50S",6254.91348837209
"17272",20005,2035,"G75S",9361.64837209302
"17273",20005,2037,"G",0
"17274",20005,2037,"G25S",3102.7423255814
"17275",20005,2037,"G50S",6207.81023255814
"17276",20005,2037,"G75S",9312.46139534884
"17277",20005,2039,"G",0
"17278",20005,2039,"G25S",3990.87255813954
"17279",20005,2039,"G50S",7954.91348837209
"17280",20005,2039,"G75S",11864.2158139535
"17281",20013,2011,"G",0
"17282",20013,2011,"G25S",2662.92046511628
"17283",20013,2011,"G50S",5325.84093023256
"17284",20013,2011,"G75S",7988.76139534884
"17285",20013,2013,"G",0
"17286",20013,2013,"G25S",2630.23255813953
"17287",20013,2013,"G50S",5260.33534883721
"17288",20013,2013,"G75S",7890.56790697675
"17289",20013,2015,"G",0
"17290",20013,2015,"G25S",2855.68418604651
"17291",20013,2015,"G50S",5711.49813953488
"17292",20013,2015,"G75S",8563.05023255814
"17293",20013,2017,"G",0
"17294",20013,2017,"G25S",2656.07348837209
"17295",20013,2017,"G50S",5312.14697674419
"17296",20013,2017,"G75S",7968.09069767442
"17297",20013,2019,"G",0
"17298",20013,2019,"G25S",2252.19069767442
"17299",20013,2019,"G50S",4481.64465116279
"17300",20013,2019,"G75S",6686.42558139535
"17301",20013,2021,"G",0
"17302",20013,2021,"G25S",2088.37209302326
"17303",20013,2021,"G50S",4174.67813953488
"17304",20013,2021,"G75S",6265.24604651163
"17305",20013,2023,"G",0
"17306",20013,2023,"G25S",2790.6976744186
"17307",20013,2023,"G50S",5547.53953488372
"17308",20013,2023,"G75S",8255.79348837209
"17309",20013,2025,"G",0
"17310",20013,2025,"G25S",3295.73813953488
"17311",20013,2025,"G50S",6588.8911627907
"17312",20013,2025,"G75S",9872.74186046512
"17313",20013,2027,"G",0
"17314",20013,2027,"G25S",3413.95348837209
"17315",20013,2027,"G50S",6825.7111627907
"17316",20013,2027,"G75S",10237.728372093
"17317",20013,2029,"G",0
"17318",20013,2029,"G25S",2902.32558139535
"17319",20013,2029,"G50S",5804.6511627907
"17320",20013,2029,"G75S",8704.78093023256
"17321",20013,2031,"G",0
"17322",20013,2031,"G25S",3581.65488372093
"17323",20013,2031,"G50S",7161.11395348837
"17324",20013,2031,"G75S",10728.9451162791
"17325",20013,2033,"G",0
"17326",20013,2033,"G25S",3225.7111627907
"17327",20013,2033,"G50S",6455.81395348837
"17328",20013,2033,"G75S",9681.52511627907
"17329",20013,2035,"G",0
"17330",20013,2035,"G25S",3090.82744186047
"17331",20013,2035,"G50S",6186.17627906977
"17332",20013,2035,"G75S",9279.32930232558
"17333",20013,2037,"G",0
"17334",20013,2037,"G25S",3083.98046511628
"17335",20013,2037,"G50S",6170.15674418605
"17336",20013,2037,"G75S",9258.39906976744
"17337",20013,2039,"G",0
"17338",20013,2039,"G25S",4051.55209302326
"17339",20013,2039,"G50S",8093.67209302326
"17340",20013,2039,"G75S",12114.4725581395
"17341",20031,2011,"G",0
"17342",20031,2011,"G25S",2337.20930232558
"17343",20031,2011,"G50S",4674.41860465116
"17344",20031,2011,"G75S",7013.95348837209
"17345",20031,2013,"G",0
"17346",20031,2013,"G25S",2900
"17347",20031,2013,"G50S",5797.67441860465
"17348",20031,2013,"G75S",8695.26651162791
"17349",20031,2015,"G",0
"17350",20031,2015,"G25S",2823.25581395349
"17351",20031,2015,"G50S",5646.51162790698
"17352",20031,2015,"G75S",8470.97139534884
"17353",20031,2017,"G",0
"17354",20031,2017,"G25S",2659.34348837209
"17355",20031,2017,"G50S",5318.60465116279
"17356",20031,2017,"G75S",7980.27372093023
"17357",20031,2019,"G",0
"17358",20031,2019,"G25S",2646.51162790698
"17359",20031,2019,"G50S",5293.02325581395
"17360",20031,2019,"G75S",7939.53488372093
"17361",20031,2021,"G",0
"17362",20031,2021,"G25S",2167.35953488372
"17363",20031,2021,"G50S",4334.71906976744
"17364",20031,2021,"G75S",6500.95697674419
"17365",20031,2023,"G",0
"17366",20031,2023,"G25S",3088.37209302326
"17367",20031,2023,"G50S",6176.74418604651
"17368",20031,2023,"G75S",9267.44186046512
"17369",20031,2025,"G",0
"17370",20031,2025,"G25S",3204.6511627907
"17371",20031,2025,"G50S",6409.3023255814
"17372",20031,2025,"G75S",9613.95348837209
"17373",20031,2027,"G",0
"17374",20031,2027,"G25S",3694.22720930233
"17375",20031,2027,"G50S",7389.57604651163
"17376",20031,2027,"G75S",11083.803255814
"17377",20031,2029,"G",0
"17378",20031,2029,"G25S",2995.3488372093
"17379",20031,2029,"G50S",5991.90162790698
"17380",20031,2029,"G75S",8988.37209302326
"17381",20031,2031,"G",0
"17382",20031,2031,"G25S",3133.76209302326
"17383",20031,2031,"G50S",6267.52418604651
"17384",20031,2031,"G75S",9404.6511627907
"17385",20031,2033,"G",0
"17386",20031,2033,"G25S",2900
"17387",20031,2033,"G50S",5801.20395348837
"17388",20031,2033,"G75S",8701.20395348837
"17389",20031,2035,"G",0
"17390",20031,2035,"G25S",3481.39534883721
"17391",20031,2035,"G50S",6963.91232558139
"17392",20031,2035,"G75S",10444.3506976744
"17393",20031,2037,"G",0
"17394",20031,2037,"G25S",3398.96069767442
"17395",20031,2037,"G50S",6804.73348837209
"17396",20031,2037,"G75S",10209.3023255814
"17397",20031,2039,"G",0
"17398",20031,2039,"G25S",3808.92162790698
"17399",20031,2039,"G50S",7637.15790697674
"17400",20031,2039,"G75S",11476.6104651163
"17401",20043,2011,"G",0
"17402",20043,2011,"G25S",2647.57279069767
"17403",20043,2011,"G50S",5297.39325581395
"17404",20043,2011,"G75S",7944.96604651163
"17405",20043,2013,"G",0
"17406",20043,2013,"G25S",2697.94418604651
"17407",20043,2013,"G50S",5397.49581395349
"17408",20043,2013,"G75S",8095.44
"17409",20043,2015,"G",0
"17410",20043,2015,"G25S",2972.9523255814
"17411",20043,2015,"G50S",5945.34255813954
"17412",20043,2015,"G75S",8917.57651162791
"17413",20043,2017,"G",0
"17414",20043,2017,"G25S",2668.42697674419
"17415",20043,2017,"G50S",5337.74302325581
"17416",20043,2017,"G75S",8006.09186046512
"17417",20043,2019,"G",0
"17418",20043,2019,"G25S",2240.25651162791
"17419",20043,2019,"G50S",4464.12534883721
"17420",20043,2019,"G75S",6680.28395348837
"17421",20043,2021,"G",0
"17422",20043,2021,"G25S",2157.06046511628
"17423",20043,2021,"G50S",4315.80651162791
"17424",20043,2021,"G75S",6474.47441860465
"17425",20043,2023,"G",0
"17426",20043,2023,"G25S",2795.51674418605
"17427",20043,2023,"G50S",5566.78906976744
"17428",20043,2023,"G75S",8297.59534883721
"17429",20043,2025,"G",0
"17430",20043,2025,"G25S",3117.63674418605
"17431",20043,2025,"G50S",6230.46558139535
"17432",20043,2025,"G75S",9333.83488372093
"17433",20043,2027,"G",0
"17434",20043,2027,"G25S",3495.12186046512
"17435",20043,2027,"G50S",6991.13279069767
"17436",20043,2027,"G75S",10485.2093023256
"17437",20043,2029,"G",0
"17438",20043,2029,"G25S",2958.51348837209
"17439",20043,2029,"G50S",5917.51093023256
"17440",20043,2029,"G75S",8873.5423255814
"17441",20043,2031,"G",0
"17442",20043,2031,"G25S",3504.44023255814
"17443",20043,2031,"G50S",6998.70255813953
"17444",20043,2031,"G75S",10475.7313953488
"17445",20043,2033,"G",0
"17446",20043,2033,"G25S",3170.95906976744
"17447",20043,2033,"G50S",6345.2111627907
"17448",20043,2033,"G75S",9518.41790697675
"17449",20043,2035,"G",0
"17450",20043,2035,"G25S",3011.04
"17451",20043,2035,"G50S",6019.8323255814
"17452",20043,2035,"G75S",9023.42604651163
"17453",20043,2037,"G",0
"17454",20043,2037,"G25S",2989.70186046512
"17455",20043,2037,"G50S",5979.96581395349
"17456",20043,2037,"G75S",8968.70046511628
"17457",20043,2039,"G",0
"17458",20043,2039,"G25S",3975.94023255814
"17459",20043,2039,"G50S",7935.36534883721
"17460",20043,2039,"G75S",11867.4572093023
"17461",20045,2011,"G",0
"17462",20045,2011,"G25S",2424.60093023256
"17463",20045,2011,"G50S",4850.1823255814
"17464",20045,2011,"G75S",7273.43813953488
"17465",20045,2013,"G",0
"17466",20045,2013,"G25S",2757.15906976744
"17467",20045,2013,"G50S",5511.99255813954
"17468",20045,2013,"G75S",8271.11255813954
"17469",20045,2015,"G",0
"17470",20045,2015,"G25S",2822.27534883721
"17471",20045,2015,"G50S",5642.22511627907
"17472",20045,2015,"G75S",8463.52
"17473",20045,2017,"G",0
"17474",20045,2017,"G25S",2709.3023255814
"17475",20045,2017,"G50S",5418.60465116279
"17476",20045,2017,"G75S",8127.90697674419
"17477",20045,2019,"G",0
"17478",20045,2019,"G25S",2602.32558139535
"17479",20045,2019,"G50S",5203.30604651163
"17480",20045,2019,"G75S",7803.30604651163
"17481",20045,2021,"G",0
"17482",20045,2021,"G25S",1990.6976744186
"17483",20045,2021,"G50S",3980.05023255814
"17484",20045,2021,"G75S",5968.42232558139
"17485",20045,2023,"G",0
"17486",20045,2023,"G25S",2773.32465116279
"17487",20045,2023,"G50S",5515.68744186046
"17488",20045,2023,"G75S",8219.49581395349
"17489",20045,2025,"G",0
"17490",20045,2025,"G25S",3103.41953488372
"17491",20045,2025,"G50S",6197.17209302326
"17492",20045,2025,"G75S",9272.93581395349
"17493",20045,2027,"G",0
"17494",20045,2027,"G25S",3400.36465116279
"17495",20045,2027,"G50S",6803.05488372093
"17496",20045,2027,"G75S",10201.0939534884
"17497",20045,2029,"G",0
"17498",20045,2029,"G25S",2837.93860465116
"17499",20045,2029,"G50S",5671.22604651163
"17500",20045,2029,"G75S",8490.8111627907
"17501",20045,2031,"G",0
"17502",20045,2031,"G25S",3198.51720930233
"17503",20045,2031,"G50S",6381.73581395349
"17504",20045,2031,"G75S",9538.27906976744
"17505",20045,2033,"G",0
"17506",20045,2033,"G25S",3055.81395348837
"17507",20045,2033,"G50S",6113.3376744186
"17508",20045,2033,"G75S",9175.14790697674
"17509",20045,2035,"G",0
"17510",20045,2035,"G25S",3262.28837209302
"17511",20045,2035,"G50S",6509.27813953488
"17512",20045,2035,"G75S",9724.32558139535
"17513",20045,2037,"G",0
"17514",20045,2037,"G25S",3250.1823255814
"17515",20045,2037,"G50S",6500.36465116279
"17516",20045,2037,"G75S",9751.52744186046
"17517",20045,2039,"G",0
"17518",20045,2039,"G25S",3734.99720930233
"17519",20045,2039,"G50S",7445.0288372093
"17520",20045,2039,"G75S",11112.4706976744
"17521",20085,2011,"G",0
"17522",20085,2011,"G25S",2632.55813953488
"17523",20085,2011,"G50S",5267.44186046512
"17524",20085,2011,"G75S",7900
"17525",20085,2013,"G",0
"17526",20085,2013,"G25S",2774.41860465116
"17527",20085,2013,"G50S",5548.83720930233
"17528",20085,2013,"G75S",8320.93023255814
"17529",20085,2015,"G",0
"17530",20085,2015,"G25S",2879.06976744186
"17531",20085,2015,"G50S",5755.81395348837
"17532",20085,2015,"G75S",8632.55813953488
"17533",20085,2017,"G",0
"17534",20085,2017,"G25S",2716.27906976744
"17535",20085,2017,"G50S",5430.23255813953
"17536",20085,2017,"G75S",8146.51162790698
"17537",20085,2019,"G",0
"17538",20085,2019,"G25S",2532.55813953488
"17539",20085,2019,"G50S",5044.18604651163
"17540",20085,2019,"G75S",7532.55813953488
"17541",20085,2021,"G",0
"17542",20085,2021,"G25S",2013.95348837209
"17543",20085,2021,"G50S",4027.90697674419
"17544",20085,2021,"G75S",6044.18604651163
"17545",20085,2023,"G",0
"17546",20085,2023,"G25S",3000
"17547",20085,2023,"G50S",5974.41860465116
"17548",20085,2023,"G75S",8913.95348837209
"17549",20085,2025,"G",0
"17550",20085,2025,"G25S",3367.44186046512
"17551",20085,2025,"G50S",6734.88372093023
"17552",20085,2025,"G75S",10100
"17553",20085,2027,"G",0
"17554",20085,2027,"G25S",3230.23255813953
"17555",20085,2027,"G50S",6458.13953488372
"17556",20085,2027,"G75S",9686.04651162791
"17557",20085,2029,"G",0
"17558",20085,2029,"G25S",2888.37209302326
"17559",20085,2029,"G50S",5776.74418604651
"17560",20085,2029,"G75S",8665.11627906977
"17561",20085,2031,"G",0
"17562",20085,2031,"G25S",3293.02325581395
"17563",20085,2031,"G50S",6590.6976744186
"17564",20085,2031,"G75S",9886.04651162791
"17565",20085,2033,"G",0
"17566",20085,2033,"G25S",3204.6511627907
"17567",20085,2033,"G50S",6406.97674418605
"17568",20085,2033,"G75S",9609.3023255814
"17569",20085,2035,"G",0
"17570",20085,2035,"G25S",3223.25581395349
"17571",20085,2035,"G50S",6448.83720930233
"17572",20085,2035,"G75S",9676.74418604651
"17573",20085,2037,"G",0
"17574",20085,2037,"G25S",3183.72093023256
"17575",20085,2037,"G50S",6369.76744186047
"17576",20085,2037,"G75S",9555.81395348837
"17577",20085,2039,"G",0
"17578",20085,2039,"G25S",4027.90697674419
"17579",20085,2039,"G50S",8058.13953488372
"17580",20085,2039,"G75S",12072.0930232558
"17581",20087,2011,"G",0
"17582",20087,2011,"G25S",2638.09953488372
"17583",20087,2011,"G50S",5273.87348837209
"17584",20087,2011,"G75S",7911.97302325581
"17585",20087,2013,"G",0
"17586",20087,2013,"G25S",2825.58139534884
"17587",20087,2013,"G50S",5650.61767441861
"17588",20087,2013,"G75S",8477.08930232558
"17589",20087,2015,"G",0
"17590",20087,2015,"G25S",2934.88372093023
"17591",20087,2015,"G50S",5869.76744186047
"17592",20087,2015,"G75S",8806.08651162791
"17593",20087,2017,"G",0
"17594",20087,2017,"G25S",2746.51162790698
"17595",20087,2017,"G50S",5495.3488372093
"17596",20087,2017,"G75S",8242.75069767442
"17597",20087,2019,"G",0
"17598",20087,2019,"G25S",2684.26604651163
"17599",20087,2019,"G50S",5364.7711627907
"17600",20087,2019,"G75S",8042.40558139535
"17601",20087,2021,"G",0
"17602",20087,2021,"G25S",2054.37860465116
"17603",20087,2021,"G50S",4110.19255813953
"17604",20087,2021,"G75S",6166.00651162791
"17605",20087,2023,"G",0
"17606",20087,2023,"G25S",2854.57860465116
"17607",20087,2023,"G50S",5684.12093023256
"17608",20087,2023,"G75S",8477.54418604651
"17609",20087,2025,"G",0
"17610",20087,2025,"G25S",3170.11255813953
"17611",20087,2025,"G50S",6329.1423255814
"17612",20087,2025,"G75S",9468.67720930232
"17613",20087,2027,"G",0
"17614",20087,2027,"G25S",3382.28558139535
"17615",20087,2027,"G50S",6765.46139534884
"17616",20087,2027,"G75S",10146.856744186
"17617",20087,2029,"G",0
"17618",20087,2029,"G25S",2887.82697674419
"17619",20087,2029,"G50S",5773.87348837209
"17620",20087,2029,"G75S",8654.72372093023
"17621",20087,2031,"G",0
"17622",20087,2031,"G25S",3298.90976744186
"17623",20087,2031,"G50S",6591.73302325581
"17624",20087,2031,"G75S",9863.62604651163
"17625",20087,2033,"G",0
"17626",20087,2033,"G25S",3193.91348837209
"17627",20087,2033,"G50S",6388.37209302326
"17628",20087,2033,"G75S",9586.93674418604
"17629",20087,2035,"G",0
"17630",20087,2035,"G25S",3189.95255813953
"17631",20087,2035,"G50S",6369.71255813953
"17632",20087,2035,"G75S",9526.41674418605
"17633",20087,2037,"G",0
"17634",20087,2037,"G25S",3128.79720930232
"17635",20087,2037,"G50S",6259.92
"17636",20087,2037,"G75S",9391.04279069767
"17637",20087,2039,"G",0
"17638",20087,2039,"G25S",3943.98604651163
"17639",20087,2039,"G50S",7859.72
