"","fips","simyear","stover_removal","N2O_gN_m2"
"37949",26073,2018,"G",0.16486
"37950",26073,2018,"G25S",0.16486
"37951",26073,2018,"G50S",0.13243
"37952",26073,2018,"G75S",0.15442
"37953",26073,2019,"G",0.33243
"37954",26073,2019,"G25S",0.33243
"37955",26073,2019,"G50S",0.33243
"37956",26073,2019,"G75S",0.33243
"37957",26073,2020,"G",0.23243
"37958",26073,2020,"G25S",0.23243
"37959",26073,2020,"G50S",0.18685
"37960",26073,2020,"G75S",0.15442
"37961",26073,2021,"G",0.3
"37962",26073,2021,"G25S",0.33243
"37963",26073,2021,"G50S",0.33243
"37964",26073,2021,"G75S",0.33243
"37965",26073,2022,"G",0.23243
"37966",26073,2022,"G25S",0.26486
"37967",26073,2022,"G50S",0.26486
"37968",26073,2022,"G75S",0.23243
"37969",26073,2023,"G",0.33243
"37970",26073,2023,"G25S",0.33243
"37971",26073,2023,"G50S",0.33243
"37972",26073,2023,"G75S",0.4
"37973",26073,2024,"G",0.26486
"37974",26073,2024,"G25S",0.26486
"37975",26073,2024,"G50S",0.26486
"37976",26073,2024,"G75S",0.25442
"37977",26073,2025,"G",0.3
"37978",26073,2025,"G25S",0.3
"37979",26073,2025,"G50S",0.3
"37980",26073,2025,"G75S",0.3
"37981",26073,2026,"G",0.35171
"37982",26073,2026,"G25S",0.31928
"37983",26073,2026,"G50S",0.28685
"37984",26073,2026,"G75S",0.25442
"37985",26073,2027,"G",0.3
"37986",26073,2027,"G25S",0.3
"37987",26073,2027,"G50S",0.3
"37988",26073,2027,"G75S",0.3
"37989",26073,2028,"G",0.36215
"37990",26073,2028,"G25S",0.39729
"37991",26073,2028,"G50S",0.39729
"37992",26073,2028,"G75S",0.36486
"37993",26073,2029,"G",0.32199
"37994",26073,2029,"G25S",0.3
"37995",26073,2029,"G50S",0.3
"37996",26073,2029,"G75S",0.3
"37997",26073,2030,"G",0.31928
"37998",26073,2030,"G25S",0.31928
"37999",26073,2030,"G50S",0.36486
"38000",26073,2030,"G75S",0.33243
"38001",26073,2031,"G",0.3
"38002",26073,2031,"G25S",0.3
"38003",26073,2031,"G50S",0.27801
"38004",26073,2031,"G75S",0.27801
"38005",26073,2032,"G",0.23243
"38006",26073,2032,"G25S",0.23243
"38007",26073,2032,"G50S",0.2
"38008",26073,2032,"G75S",0.2
"38009",26073,2033,"G",0.3
"38010",26073,2033,"G25S",0.3
"38011",26073,2033,"G50S",0.3
"38012",26073,2033,"G75S",0.3
"38013",26073,2034,"G",0.26486
"38014",26073,2034,"G25S",0.26486
"38015",26073,2034,"G50S",0.26486
"38016",26073,2034,"G75S",0.23243
"38017",26073,2035,"G",0.38956
"38018",26073,2035,"G25S",0.32199
"38019",26073,2035,"G50S",0.32199
"38020",26073,2035,"G75S",0.3
"38021",26073,2036,"G",0.41928
"38022",26073,2036,"G25S",0.41928
"38023",26073,2036,"G50S",0.41928
"38024",26073,2036,"G75S",0.38685
"38025",26073,2037,"G",0.27801
"38026",26073,2037,"G25S",0.24558
"38027",26073,2037,"G50S",0.24558
"38028",26073,2037,"G75S",0.2
"38029",26073,2038,"G",0.58414
"38030",26073,2038,"G25S",0.55171
"38031",26073,2038,"G50S",0.51928
"38032",26073,2038,"G75S",0.48685
"38033",26073,2039,"G",0.3
"38034",26073,2039,"G25S",0.3
"38035",26073,2039,"G50S",0.3
"38036",26073,2039,"G75S",0.27801
"38037",26073,2040,"G",0.28685
"38038",26073,2040,"G25S",0.28685
"38039",26073,2040,"G50S",0.28685
"38040",26073,2040,"G75S",0.25442
"38041",26075,2011,"G",0.3
"38042",26075,2011,"G25S",0.32405
"38043",26075,2011,"G50S",0.32405
"38044",26075,2011,"G75S",0.3
"38045",26075,2012,"G",0.21844
"38046",26075,2012,"G25S",0.21844
"38047",26075,2012,"G50S",0.21844
"38048",26075,2012,"G75S",0.2
"38049",26075,2013,"G",0.2
"38050",26075,2013,"G25S",0.2
"38051",26075,2013,"G50S",0.2
"38052",26075,2013,"G75S",0.2
"38053",26075,2014,"G",0.24249
"38054",26075,2014,"G25S",0.24249
"38055",26075,2014,"G50S",0.21844
"38056",26075,2014,"G75S",0.19439
"38057",26075,2015,"G",0.3
"38058",26075,2015,"G25S",0.3
"38059",26075,2015,"G50S",0.3
"38060",26075,2015,"G75S",0.3
"38061",26075,2016,"G",0.21844
"38062",26075,2016,"G25S",0.21844
"38063",26075,2016,"G50S",0.21844
"38064",26075,2016,"G75S",0.19439
"38065",26075,2017,"G",0.22966
"38066",26075,2017,"G25S",0.22405
"38067",26075,2017,"G50S",0.22966
"38068",26075,2017,"G75S",0.3
"38069",26075,2018,"G",0.1481
"38070",26075,2018,"G25S",0.12405
"38071",26075,2018,"G50S",0.12405
"38072",26075,2018,"G75S",0.12405
"38073",26075,2019,"G",0.20561
"38074",26075,2019,"G25S",0.20561
"38075",26075,2019,"G50S",0.20561
"38076",26075,2019,"G75S",0.20561
"38077",26075,2020,"G",0.24249
"38078",26075,2020,"G25S",0.21844
"38079",26075,2020,"G50S",0.21844
"38080",26075,2020,"G75S",0.19439
"38081",26075,2021,"G",0.22966
"38082",26075,2021,"G25S",0.22966
"38083",26075,2021,"G50S",0.3
"38084",26075,2021,"G75S",0.3
"38085",26075,2022,"G",0.12405
"38086",26075,2022,"G25S",0.12405
"38087",26075,2022,"G50S",0.12405
"38088",26075,2022,"G75S",0.12405
"38089",26075,2023,"G",0.3
"38090",26075,2023,"G25S",0.3
"38091",26075,2023,"G50S",0.3
"38092",26075,2023,"G75S",0.3
"38093",26075,2024,"G",0.21844
"38094",26075,2024,"G25S",0.21844
"38095",26075,2024,"G50S",0.2
"38096",26075,2024,"G75S",0.2
"38097",26075,2025,"G",0.4
"38098",26075,2025,"G25S",0.4
"38099",26075,2025,"G50S",0.4
"38100",26075,2025,"G75S",0.39439
"38101",26075,2026,"G",0.2481
"38102",26075,2026,"G25S",0.2481
"38103",26075,2026,"G50S",0.22405
"38104",26075,2026,"G75S",0.22405
"38105",26075,2027,"G",0.3
"38106",26075,2027,"G25S",0.3
"38107",26075,2027,"G50S",0.3
"38108",26075,2027,"G75S",0.3
"38109",26075,2028,"G",0.17215
"38110",26075,2028,"G25S",0.17215
"38111",26075,2028,"G50S",0.1481
"38112",26075,2028,"G75S",0.21844
"38113",26075,2029,"G",0.3
"38114",26075,2029,"G25S",0.3
"38115",26075,2029,"G50S",0.3
"38116",26075,2029,"G75S",0.3
"38117",26075,2030,"G",0.36654
"38118",26075,2030,"G25S",0.34249
"38119",26075,2030,"G50S",0.31844
"38120",26075,2030,"G75S",0.29439
"38121",26075,2031,"G",0.3
"38122",26075,2031,"G25S",0.3
"38123",26075,2031,"G50S",0.3
"38124",26075,2031,"G75S",0.3
"38125",26075,2032,"G",0.12405
"38126",26075,2032,"G25S",0.12405
"38127",26075,2032,"G50S",0.12405
"38128",26075,2032,"G75S",0.12405
"38129",26075,2033,"G",0.22966
"38130",26075,2033,"G25S",0.22966
"38131",26075,2033,"G50S",0.22966
"38132",26075,2033,"G75S",0.3
"38133",26075,2034,"G",0.12405
"38134",26075,2034,"G25S",0.12405
"38135",26075,2034,"G50S",0.12405
"38136",26075,2034,"G75S",0.1
"38137",26075,2035,"G",0.32405
"38138",26075,2035,"G25S",0.3
"38139",26075,2035,"G50S",0.3
"38140",26075,2035,"G75S",0.3
"38141",26075,2036,"G",0.2962
"38142",26075,2036,"G25S",0.2962
"38143",26075,2036,"G50S",0.27215
"38144",26075,2036,"G75S",0.29439
"38145",26075,2037,"G",0.2
"38146",26075,2037,"G25S",0.2
"38147",26075,2037,"G50S",0.2
"38148",26075,2037,"G75S",0.2
"38149",26075,2038,"G",0.51464
"38150",26075,2038,"G25S",0.49059
"38151",26075,2038,"G50S",0.44249
"38152",26075,2038,"G75S",0.39439
"38153",26075,2039,"G",0.22966
"38154",26075,2039,"G25S",0.22966
"38155",26075,2039,"G50S",0.3
"38156",26075,2039,"G75S",0.3
"38157",26075,2040,"G",0.22405
"38158",26075,2040,"G25S",0.22405
"38159",26075,2040,"G50S",0.22405
"38160",26075,2040,"G75S",0.2
"38161",26077,2011,"G",0.4
"38162",26077,2011,"G25S",0.4
"38163",26077,2011,"G50S",0.4
"38164",26077,2011,"G75S",0.4
"38165",26077,2012,"G",0.15732
"38166",26077,2012,"G25S",0.17346
"38167",26077,2012,"G50S",0.17346
"38168",26077,2012,"G75S",0.2
"38169",26077,2013,"G",0.21614
"38170",26077,2013,"G25S",0.21614
"38171",26077,2013,"G50S",0.21614
"38172",26077,2013,"G75S",0.21614
"38173",26077,2014,"G",0.24118
"38174",26077,2014,"G25S",0.24118
"38175",26077,2014,"G50S",0.18386
"38176",26077,2014,"G75S",0.18386
"38177",26077,2015,"G",0.3
"38178",26077,2015,"G25S",0.3
"38179",26077,2015,"G50S",0.3
"38180",26077,2015,"G75S",0.3
"38181",26077,2016,"G",0.24118
"38182",26077,2016,"G25S",0.24118
"38183",26077,2016,"G50S",0.18386
"38184",26077,2016,"G75S",0.18386
"38185",26077,2017,"G",0.25732
"38186",26077,2017,"G25S",0.25732
"38187",26077,2017,"G50S",0.25732
"38188",26077,2017,"G75S",0.25732
"38189",26077,2018,"G",0.21464
"38190",26077,2018,"G25S",0.15732
"38191",26077,2018,"G50S",0.15732
"38192",26077,2018,"G75S",0.15732
"38193",26077,2019,"G",0.3
"38194",26077,2019,"G25S",0.3
"38195",26077,2019,"G50S",0.3
"38196",26077,2019,"G75S",0.3
"38197",26077,2020,"G",0.31464
"38198",26077,2020,"G25S",0.25732
"38199",26077,2020,"G50S",0.25732
"38200",26077,2020,"G75S",0.2
"38201",26077,2021,"G",0.3
"38202",26077,2021,"G25S",0.3
"38203",26077,2021,"G50S",0.3
"38204",26077,2021,"G75S",0.3
"38205",26077,2022,"G",0.1
"38206",26077,2022,"G25S",0.1
"38207",26077,2022,"G50S",0.1
"38208",26077,2022,"G75S",0.1
"38209",26077,2023,"G",0.3
"38210",26077,2023,"G25S",0.3
"38211",26077,2023,"G50S",0.3
"38212",26077,2023,"G75S",0.3
"38213",26077,2024,"G",0.31464
"38214",26077,2024,"G25S",0.25732
"38215",26077,2024,"G50S",0.25732
"38216",26077,2024,"G75S",0.2
"38217",26077,2025,"G",0.45732
"38218",26077,2025,"G25S",0.45732
"38219",26077,2025,"G50S",0.45732
"38220",26077,2025,"G75S",0.45732
"38221",26077,2026,"G",0.25732
"38222",26077,2026,"G25S",0.25732
"38223",26077,2026,"G50S",0.25732
"38224",26077,2026,"G75S",0.25732
"38225",26077,2027,"G",0.3
"38226",26077,2027,"G25S",0.3
"38227",26077,2027,"G50S",0.3
"38228",26077,2027,"G75S",0.3
"38229",26077,2028,"G",0.21464
"38230",26077,2028,"G25S",0.21464
"38231",26077,2028,"G50S",0.15732
"38232",26077,2028,"G75S",0.18386
"38233",26077,2029,"G",0.3
"38234",26077,2029,"G25S",0.3
"38235",26077,2029,"G50S",0.3
"38236",26077,2029,"G75S",0.3
"38237",26077,2030,"G",0.25732
"38238",26077,2030,"G25S",0.25732
"38239",26077,2030,"G50S",0.25732
"38240",26077,2030,"G75S",0.2
"38241",26077,2031,"G",0.21614
"38242",26077,2031,"G25S",0.21614
"38243",26077,2031,"G50S",0.21614
"38244",26077,2031,"G75S",0.2
"38245",26077,2032,"G",0.15732
"38246",26077,2032,"G25S",0.15732
"38247",26077,2032,"G50S",0.18386
"38248",26077,2032,"G75S",0.18386
"38249",26077,2033,"G",0.3
"38250",26077,2033,"G25S",0.3
"38251",26077,2033,"G50S",0.3
"38252",26077,2033,"G75S",0.3
"38253",26077,2034,"G",0.15732
"38254",26077,2034,"G25S",0.15732
"38255",26077,2034,"G50S",0.15732
"38256",26077,2034,"G75S",0.15732
"38257",26077,2035,"G",0.27346
"38258",26077,2035,"G25S",0.27346
"38259",26077,2035,"G50S",0.21614
"38260",26077,2035,"G75S",0.2
"38261",26077,2036,"G",0.31464
"38262",26077,2036,"G25S",0.25732
"38263",26077,2036,"G50S",0.25732
"38264",26077,2036,"G75S",0.25732
"38265",26077,2037,"G",0.21614
"38266",26077,2037,"G25S",0.21614
"38267",26077,2037,"G50S",0.21614
"38268",26077,2037,"G75S",0.2
"38269",26077,2038,"G",0.51314
"38270",26077,2038,"G25S",0.45582
"38271",26077,2038,"G50S",0.34118
"38272",26077,2038,"G75S",0.28386
"38273",26077,2039,"G",0.3
"38274",26077,2039,"G25S",0.35732
"38275",26077,2039,"G50S",0.35732
"38276",26077,2039,"G75S",0.3
"38277",26077,2040,"G",0.31464
"38278",26077,2040,"G25S",0.31464
"38279",26077,2040,"G50S",0.28386
"38280",26077,2040,"G75S",0.28386
"38281",26081,2011,"G",0.47803
"38282",26081,2011,"G25S",0.5
"38283",26081,2011,"G50S",0.5
"38284",26081,2011,"G75S",0.5
"38285",26081,2012,"G",0.26896
"38286",26081,2012,"G25S",0.26896
"38287",26081,2012,"G50S",0.19093
"38288",26081,2012,"G75S",0.2
"38289",26081,2013,"G",0.3
"38290",26081,2013,"G25S",0.3
"38291",26081,2013,"G50S",0.3
"38292",26081,2013,"G75S",0.3
"38293",26081,2014,"G",0.35606
"38294",26081,2014,"G25S",0.35606
"38295",26081,2014,"G50S",0.27803
"38296",26081,2014,"G75S",0.2
"38297",26081,2015,"G",0.3
"38298",26081,2015,"G25S",0.3
"38299",26081,2015,"G50S",0.3
"38300",26081,2015,"G75S",0.3
"38301",26081,2016,"G",0.25606
"38302",26081,2016,"G25S",0.17803
"38303",26081,2016,"G50S",0.17803
"38304",26081,2016,"G75S",0.17803
"38305",26081,2017,"G",0.20907
"38306",26081,2017,"G25S",0.20907
"38307",26081,2017,"G50S",0.20907
"38308",26081,2017,"G75S",0.20907
"38309",26081,2018,"G",0.26896
"38310",26081,2018,"G25S",0.26896
"38311",26081,2018,"G50S",0.19093
"38312",26081,2018,"G75S",0.19093
"38313",26081,2019,"G",0.3
"38314",26081,2019,"G25S",0.3
"38315",26081,2019,"G50S",0.3
"38316",26081,2019,"G75S",0.3
"38317",26081,2020,"G",0.26896
"38318",26081,2020,"G25S",0.26896
"38319",26081,2020,"G50S",0.26896
"38320",26081,2020,"G75S",0.19093
"38321",26081,2021,"G",0.3
"38322",26081,2021,"G25S",0.37803
"38323",26081,2021,"G50S",0.37803
"38324",26081,2021,"G75S",0.37803
"38325",26081,2022,"G",0.27803
"38326",26081,2022,"G25S",0.27803
"38327",26081,2022,"G50S",0.27803
"38328",26081,2022,"G75S",0.27803
"38329",26081,2023,"G",0.3
"38330",26081,2023,"G25S",0.3
"38331",26081,2023,"G50S",0.3
"38332",26081,2023,"G75S",0.3
"38333",26081,2024,"G",0.35606
"38334",26081,2024,"G25S",0.35606
"38335",26081,2024,"G50S",0.27803
"38336",26081,2024,"G75S",0.2
"38337",26081,2025,"G",0.3871
"38338",26081,2025,"G25S",0.3871
"38339",26081,2025,"G50S",0.3871
"38340",26081,2025,"G75S",0.3
"38341",26081,2026,"G",0.52502
"38342",26081,2026,"G25S",0.52502
"38343",26081,2026,"G50S",0.44699
"38344",26081,2026,"G75S",0.37803
"38345",26081,2027,"G",0.3
"38346",26081,2027,"G25S",0.3
"38347",26081,2027,"G50S",0.3
"38348",26081,2027,"G75S",0.3
"38349",26081,2028,"G",0.34699
"38350",26081,2028,"G25S",0.26896
"38351",26081,2028,"G50S",0.26896
"38352",26081,2028,"G75S",0.19093
"38353",26081,2029,"G",0.30907
"38354",26081,2029,"G25S",0.3
"38355",26081,2029,"G50S",0.3
"38356",26081,2029,"G75S",0.3
"38357",26081,2030,"G",0.45606
"38358",26081,2030,"G25S",0.37803
"38359",26081,2030,"G50S",0.37803
"38360",26081,2030,"G75S",0.3
"38361",26081,2031,"G",0.20907
"38362",26081,2031,"G25S",0.20907
"38363",26081,2031,"G50S",0.2
"38364",26081,2031,"G75S",0.2
"38365",26081,2032,"G",0.27803
"38366",26081,2032,"G25S",0.26896
"38367",26081,2032,"G50S",0.26896
"38368",26081,2032,"G75S",0.19093
"38369",26081,2033,"G",0.3
"38370",26081,2033,"G25S",0.3
"38371",26081,2033,"G50S",0.3
"38372",26081,2033,"G75S",0.2871
"38373",26081,2034,"G",0.19093
"38374",26081,2034,"G25S",0.17803
"38375",26081,2034,"G50S",0.17803
"38376",26081,2034,"G75S",0.17803
"38377",26081,2035,"G",0.3
"38378",26081,2035,"G25S",0.3
"38379",26081,2035,"G50S",0.3
"38380",26081,2035,"G75S",0.3
"38381",26081,2036,"G",0.45606
"38382",26081,2036,"G25S",0.53409
"38383",26081,2036,"G50S",0.53409
"38384",26081,2036,"G75S",0.36896
"38385",26081,2037,"G",0.20907
"38386",26081,2037,"G25S",0.2
"38387",26081,2037,"G50S",0.2
"38388",26081,2037,"G75S",0.2
"38389",26081,2038,"G",0.95004
"38390",26081,2038,"G25S",0.78108
"38391",26081,2038,"G50S",0.62502
"38392",26081,2038,"G75S",0.46896
"38393",26081,2039,"G",0.3
"38394",26081,2039,"G25S",0.3
"38395",26081,2039,"G50S",0.3
"38396",26081,2039,"G75S",0.3
"38397",26081,2040,"G",0.36896
"38398",26081,2040,"G25S",0.35606
"38399",26081,2040,"G50S",0.27803
"38400",26081,2040,"G75S",0.27803
"38401",26087,2011,"G",0.3
"38402",26087,2011,"G25S",0.3
"38403",26087,2011,"G50S",0.3
"38404",26087,2011,"G75S",0.3
"38405",26087,2012,"G",0.3391
"38406",26087,2012,"G25S",0.26955
"38407",26087,2012,"G50S",0.26955
"38408",26087,2012,"G75S",0.2
"38409",26087,2013,"G",0.6391
"38410",26087,2013,"G25S",0.6391
"38411",26087,2013,"G50S",0.6391
"38412",26087,2013,"G75S",0.56955
"38413",26087,2014,"G",0.3391
"38414",26087,2014,"G25S",0.3391
"38415",26087,2014,"G50S",0.36955
"38416",26087,2014,"G75S",0.3
"38417",26087,2015,"G",0.36955
"38418",26087,2015,"G25S",0.36955
"38419",26087,2015,"G50S",0.36955
"38420",26087,2015,"G75S",0.36955
"38421",26087,2016,"G",0.26955
"38422",26087,2016,"G25S",0.26955
"38423",26087,2016,"G50S",0.26955
"38424",26087,2016,"G75S",0.26955
"38425",26087,2017,"G",0.3
"38426",26087,2017,"G25S",0.3
"38427",26087,2017,"G50S",0.3
"38428",26087,2017,"G75S",0.3
"38429",26087,2018,"G",0.26955
"38430",26087,2018,"G25S",0.26955
"38431",26087,2018,"G50S",0.26955
"38432",26087,2018,"G75S",0.2
"38433",26087,2019,"G",0.3
"38434",26087,2019,"G25S",0.3
"38435",26087,2019,"G50S",0.3
"38436",26087,2019,"G75S",0.3
"38437",26087,2020,"G",0.50865
"38438",26087,2020,"G25S",0.50865
"38439",26087,2020,"G50S",0.4391
"38440",26087,2020,"G75S",0.36955
"38441",26087,2021,"G",0.36955
"38442",26087,2021,"G25S",0.36955
"38443",26087,2021,"G50S",0.36955
"38444",26087,2021,"G75S",0.36955
"38445",26087,2022,"G",0.3391
"38446",26087,2022,"G25S",0.3391
"38447",26087,2022,"G50S",0.3391
"38448",26087,2022,"G75S",0.26955
"38449",26087,2023,"G",0.46955
"38450",26087,2023,"G25S",0.46955
"38451",26087,2023,"G50S",0.46955
"38452",26087,2023,"G75S",0.46955
"38453",26087,2024,"G",0.5782
"38454",26087,2024,"G25S",0.4391
"38455",26087,2024,"G50S",0.36955
"38456",26087,2024,"G75S",0.36955
"38457",26087,2025,"G",0.36955
"38458",26087,2025,"G25S",0.3
"38459",26087,2025,"G50S",0.3
"38460",26087,2025,"G75S",0.3
"38461",26087,2026,"G",0.6782
"38462",26087,2026,"G25S",0.60865
"38463",26087,2026,"G50S",0.5391
"38464",26087,2026,"G75S",0.46955
"38465",26087,2027,"G",0.36955
"38466",26087,2027,"G25S",0.36955
"38467",26087,2027,"G50S",0.36955
"38468",26087,2027,"G75S",0.3
"38469",26087,2028,"G",0.54775
"38470",26087,2028,"G25S",0.4782
"38471",26087,2028,"G50S",0.4391
"38472",26087,2028,"G75S",0.36955
"38473",26087,2029,"G",0.33045
"38474",26087,2029,"G25S",0.3
"38475",26087,2029,"G50S",0.3
"38476",26087,2029,"G75S",0.3
"38477",26087,2030,"G",0.50865
"38478",26087,2030,"G25S",0.50865
"38479",26087,2030,"G50S",0.4391
"38480",26087,2030,"G75S",0.36955
"38481",26087,2031,"G",0.3
"38482",26087,2031,"G25S",0.3
"38483",26087,2031,"G50S",0.3
"38484",26087,2031,"G75S",0.3
"38485",26087,2032,"G",0.3391
"38486",26087,2032,"G25S",0.36955
"38487",26087,2032,"G50S",0.3
"38488",26087,2032,"G75S",0.3
"38489",26087,2033,"G",0.36955
"38490",26087,2033,"G25S",0.36955
"38491",26087,2033,"G50S",0.36955
"38492",26087,2033,"G75S",0.36955
"38493",26087,2034,"G",0.3391
"38494",26087,2034,"G25S",0.36955
"38495",26087,2034,"G50S",0.36955
"38496",26087,2034,"G75S",0.36955
"38497",26087,2035,"G",0.43045
"38498",26087,2035,"G25S",0.43045
"38499",26087,2035,"G50S",0.43045
"38500",26087,2035,"G75S",0.4
"38501",26087,2036,"G",0.5391
"38502",26087,2036,"G25S",0.5391
"38503",26087,2036,"G50S",0.50865
"38504",26087,2036,"G75S",0.46955
"38505",26087,2037,"G",0.3
"38506",26087,2037,"G25S",0.3
"38507",26087,2037,"G50S",0.3
"38508",26087,2037,"G75S",0.3
"38509",26087,2038,"G",0.84775
"38510",26087,2038,"G25S",0.7782
"38511",26087,2038,"G50S",0.70865
"38512",26087,2038,"G75S",0.56955
"38513",26087,2039,"G",0.36955
"38514",26087,2039,"G25S",0.3
"38515",26087,2039,"G50S",0.3
"38516",26087,2039,"G75S",0.3
"38517",26087,2040,"G",0.50865
"38518",26087,2040,"G25S",0.50865
"38519",26087,2040,"G50S",0.4391
"38520",26087,2040,"G75S",0.36955
"38521",26091,2011,"G",0.39124
"38522",26091,2011,"G25S",0.39124
"38523",26091,2011,"G50S",0.39124
"38524",26091,2011,"G75S",0.39124
"38525",26091,2012,"G",0.38248
"38526",26091,2012,"G25S",0.29124
"38527",26091,2012,"G50S",0.29124
"38528",26091,2012,"G75S",0.2
"38529",26091,2013,"G",0.39124
"38530",26091,2013,"G25S",0.39124
"38531",26091,2013,"G50S",0.39124
"38532",26091,2013,"G75S",0.4
"38533",26091,2014,"G",0.38248
"38534",26091,2014,"G25S",0.38248
"38535",26091,2014,"G50S",0.38248
"38536",26091,2014,"G75S",0.29124
"38537",26091,2015,"G",0.4
"38538",26091,2015,"G25S",0.49124
"38539",26091,2015,"G50S",0.49124
"38540",26091,2015,"G75S",0.49124
"38541",26091,2016,"G",0.3
"38542",26091,2016,"G25S",0.3
"38543",26091,2016,"G50S",0.3
"38544",26091,2016,"G75S",0.3
"38545",26091,2017,"G",0.39124
"38546",26091,2017,"G25S",0.39124
"38547",26091,2017,"G50S",0.39124
"38548",26091,2017,"G75S",0.39124
"38549",26091,2018,"G",0.29124
"38550",26091,2018,"G25S",0.29124
"38551",26091,2018,"G50S",0.29124
"38552",26091,2018,"G75S",0.2
"38553",26091,2019,"G",0.3
"38554",26091,2019,"G25S",0.3
"38555",26091,2019,"G50S",0.3
"38556",26091,2019,"G75S",0.3
"38557",26091,2020,"G",0.48248
"38558",26091,2020,"G25S",0.39124
"38559",26091,2020,"G50S",0.39124
"38560",26091,2020,"G75S",0.3
"38561",26091,2021,"G",0.3
"38562",26091,2021,"G25S",0.3
"38563",26091,2021,"G50S",0.3
"38564",26091,2021,"G75S",0.3
"38565",26091,2022,"G",0.2
"38566",26091,2022,"G25S",0.2
"38567",26091,2022,"G50S",0.2
"38568",26091,2022,"G75S",0.2
"38569",26091,2023,"G",0.39124
"38570",26091,2023,"G25S",0.39124
"38571",26091,2023,"G50S",0.39124
"38572",26091,2023,"G75S",0.3
"38573",26091,2024,"G",0.38248
"38574",26091,2024,"G25S",0.38248
"38575",26091,2024,"G50S",0.29124
"38576",26091,2024,"G75S",0.2
"38577",26091,2025,"G",0.5
"38578",26091,2025,"G25S",0.5
"38579",26091,2025,"G50S",0.49124
"38580",26091,2025,"G75S",0.49124
"38581",26091,2026,"G",0.3
"38582",26091,2026,"G25S",0.3
"38583",26091,2026,"G50S",0.3
"38584",26091,2026,"G75S",0.3
"38585",26091,2027,"G",0.3
"38586",26091,2027,"G25S",0.3
"38587",26091,2027,"G50S",0.3
"38588",26091,2027,"G75S",0.3
"38589",26091,2028,"G",0.47372
"38590",26091,2028,"G25S",0.47372
"38591",26091,2028,"G50S",0.38248
"38592",26091,2028,"G75S",0.39124
"38593",26091,2029,"G",0.39124
"38594",26091,2029,"G25S",0.3
"38595",26091,2029,"G50S",0.3
"38596",26091,2029,"G75S",0.3
"38597",26091,2030,"G",0.38248
"38598",26091,2030,"G25S",0.38248
"38599",26091,2030,"G50S",0.29124
"38600",26091,2030,"G75S",0.29124
"38601",26091,2031,"G",0.3
"38602",26091,2031,"G25S",0.3
"38603",26091,2031,"G50S",0.3
"38604",26091,2031,"G75S",0.3
"38605",26091,2032,"G",0.29124
"38606",26091,2032,"G25S",0.29124
"38607",26091,2032,"G50S",0.2
"38608",26091,2032,"G75S",0.2
"38609",26091,2033,"G",0.49124
"38610",26091,2033,"G25S",0.4
"38611",26091,2033,"G50S",0.4
"38612",26091,2033,"G75S",0.4
"38613",26091,2034,"G",0.28248
"38614",26091,2034,"G25S",0.29124
"38615",26091,2034,"G50S",0.29124
"38616",26091,2034,"G75S",0.2
"38617",26091,2035,"G",0.4
"38618",26091,2035,"G25S",0.4
"38619",26091,2035,"G50S",0.4
"38620",26091,2035,"G75S",0.4
"38621",26091,2036,"G",0.57372
"38622",26091,2036,"G25S",0.57372
"38623",26091,2036,"G50S",0.48248
"38624",26091,2036,"G75S",0.48248
"38625",26091,2037,"G",0.3
"38626",26091,2037,"G25S",0.3
"38627",26091,2037,"G50S",0.3
"38628",26091,2037,"G75S",0.3
"38629",26091,2038,"G",1.06496
"38630",26091,2038,"G25S",1.06496
"38631",26091,2038,"G50S",0.96496
"38632",26091,2038,"G75S",0.69124
"38633",26091,2039,"G",0.49124
"38634",26091,2039,"G25S",0.49124
"38635",26091,2039,"G50S",0.49124
"38636",26091,2039,"G75S",0.49124
"38637",26091,2040,"G",0.39124
"38638",26091,2040,"G25S",0.39124
"38639",26091,2040,"G50S",0.39124
"38640",26091,2040,"G75S",0.39124
"38641",26099,2011,"G",0.3
"38642",26099,2011,"G25S",0.3
"38643",26099,2011,"G50S",0.3
"38644",26099,2011,"G75S",0.3
"38645",26099,2012,"G",0.2297
"38646",26099,2012,"G25S",0.2297
"38647",26099,2012,"G50S",0.2
"38648",26099,2012,"G75S",0.2
"38649",26099,2013,"G",0.3297
"38650",26099,2013,"G25S",0.3297
"38651",26099,2013,"G50S",0.3297
"38652",26099,2013,"G75S",0.3297
"38653",26099,2014,"G",0.23861
"38654",26099,2014,"G25S",0.20891
"38655",26099,2014,"G50S",0.20891
"38656",26099,2014,"G75S",0.2
"38657",26099,2015,"G",0.3
"38658",26099,2015,"G25S",0.3
"38659",26099,2015,"G50S",0.3
"38660",26099,2015,"G75S",0.3
"38661",26099,2016,"G",0.2297
"38662",26099,2016,"G25S",0.2297
"38663",26099,2016,"G50S",0.2297
"38664",26099,2016,"G75S",0.2297
"38665",26099,2017,"G",0.3
"38666",26099,2017,"G25S",0.3
"38667",26099,2017,"G50S",0.3
"38668",26099,2017,"G75S",0.3
"38669",26099,2018,"G",0.1297
"38670",26099,2018,"G25S",0.1297
"38671",26099,2018,"G50S",0.1297
"38672",26099,2018,"G75S",0.1297
"38673",26099,2019,"G",0.3
"38674",26099,2019,"G25S",0.3
"38675",26099,2019,"G50S",0.3
"38676",26099,2019,"G75S",0.3
"38677",26099,2020,"G",0.33861
"38678",26099,2020,"G25S",0.30891
