FIPS,County,State,ST
31095,Jefferson,Nebraska,NE
31097,Johnson,Nebraska,NE
31099,Kearney,Nebraska,NE
31101,Keith,Nebraska,NE
31103,Keya Paha,Nebraska,NE
31105,Kimball,Nebraska,NE
31107,Knox,Nebraska,NE
31109,Lancaster,Nebraska,NE
31111,Lincoln,Nebraska,NE
31113,Logan,Nebraska,NE
31115,Loup,Nebraska,NE
31117,McPherson,Nebraska,NE
31119,Madison,Nebraska,NE
31121,Merrick,Nebraska,NE
31123,Morrill,Nebraska,NE
31125,Nance,Nebraska,NE
31127,Nemaha,Nebraska,NE
31129,Nuckolls,Nebraska,NE
31131,Otoe,Nebraska,NE
31133,Pawnee,Nebraska,NE
31135,Perkins,Nebraska,NE
31137,Phelps,Nebraska,NE
31139,Pierce,Nebraska,NE
31141,Platte,Nebraska,NE
31143,Polk,Nebraska,NE
31145,Red Willow,Nebraska,NE
31147,Richardson,Nebraska,NE
31149,Rock,Nebraska,NE
31151,Saline,Nebraska,NE
31153,Sarpy,Nebraska,NE
31155,Saunders,Nebraska,NE
31157,Scotts Bluff,Nebraska,NE
31159,Seward,Nebraska,NE
31161,Sheridan,Nebraska,NE
31163,Sherman,Nebraska,NE
31165,Sioux,Nebraska,NE
31167,Stanton,Nebraska,NE
31169,Thayer,Nebraska,NE
31171,Thomas,Nebraska,NE
31173,Thurston,Nebraska,NE
31175,Valley,Nebraska,NE
31177,Washington,Nebraska,NE
31179,Wayne,Nebraska,NE
31181,Webster,Nebraska,NE
31183,Wheeler,Nebraska,NE
31185,York,Nebraska,NE
32001,Churchill,Nevada,NV
32003,Clark,Nevada,NV
32005,Douglas,Nevada,NV
32007,Elko,Nevada,NV
32009,Esmeralda,Nevada,NV
32011,Eureka,Nevada,NV
32013,Humboldt,Nevada,NV
32015,Lander,Nevada,NV
32017,Lincoln,Nevada,NV
32019,Lyon,Nevada,NV
32021,Mineral,Nevada,NV
32023,Nye,Nevada,NV
32027,Pershing,Nevada,NV
32029,Storey,Nevada,NV
32031,Washoe,Nevada,NV
32033,White Pine,Nevada,NV
32510,Carson City,Nevada,NV
33001,Belknap,New Hampshire,NH
33003,Carroll,New Hampshire,NH
33005,Cheshire,New Hampshire,NH
33007,Coos,New Hampshire,NH
33009,Grafton,New Hampshire,NH
33011,Hillsborough,New Hampshire,NH
33013,Merrimack,New Hampshire,NH
33015,Rockingham,New Hampshire,NH
33017,Strafford,New Hampshire,NH
33019,Sullivan,New Hampshire,NH
34001,Atlantic,New Jersey,NJ
34003,Bergen,New Jersey,NJ
34005,Burlington,New Jersey,NJ
34007,Camden,New Jersey,NJ
34009,Cape May,New Jersey,NJ
34011,Cumberland,New Jersey,NJ
34013,Essex,New Jersey,NJ
34015,Gloucester,New Jersey,NJ
34017,Hudson,New Jersey,NJ
34019,Hunterdon,New Jersey,NJ
34021,Mercer,New Jersey,NJ
34023,Middlesex,New Jersey,NJ
34025,Monmouth,New Jersey,NJ
34027,Morris,New Jersey,NJ
34029,Ocean,New Jersey,NJ
34031,Passaic,New Jersey,NJ
34033,Salem,New Jersey,NJ
34035,Somerset,New Jersey,NJ
34037,Sussex,New Jersey,NJ
34039,Union,New Jersey,NJ
34041,Warren,New Jersey,NJ
35001,Bernalillo,New Mexico,NM
35003,Catron,New Mexico,NM
35005,Chaves,New Mexico,NM
35006,Cibola,New Mexico,NM
35007,Colfax,New Mexico,NM
35009,Curry,New Mexico,NM
35011,De Baca,New Mexico,NM
35013,Dona Ana,New Mexico,NM
35015,Eddy,New Mexico,NM
35017,Grant,New Mexico,NM
35019,Guadalupe,New Mexico,NM
35021,Harding,New Mexico,NM
35023,Hidalgo,New Mexico,NM
35025,Lea,New Mexico,NM
35027,Lincoln,New Mexico,NM
35028,Los Alamos,New Mexico,NM
35029,Luna,New Mexico,NM
35031,McKinley,New Mexico,NM
35033,Mora,New Mexico,NM
35035,Otero,New Mexico,NM
35037,Quay,New Mexico,NM
35039,Rio Arriba,New Mexico,NM
35041,Roosevelt,New Mexico,NM
35043,Sandoval,New Mexico,NM
35045,San Juan,New Mexico,NM
35047,San Miguel,New Mexico,NM
35049,Santa Fe,New Mexico,NM
35051,Sierra,New Mexico,NM
35053,Socorro,New Mexico,NM
35055,Taos,New Mexico,NM
35057,Torrance,New Mexico,NM
35059,Union,New Mexico,NM
35061,Valencia,New Mexico,NM
36001,Albany,New York,NY
36003,Allegany,New York,NY
36005,Bronx,New York,NY
36007,Broome,New York,NY
36009,Cattaraugus,New York,NY
36011,Cayuga,New York,NY
36013,Chautauqua,New York,NY
36015,Chemung,New York,NY
36017,Chenango,New York,NY
36019,Clinton,New York,NY
36021,Columbia,New York,NY
36023,Cortland,New York,NY
36025,Delaware,New York,NY
36027,Dutchess,New York,NY
36029,Erie,New York,NY
36031,Essex,New York,NY
36033,Franklin,New York,NY
36035,Fulton,New York,NY
36037,Genesee,New York,NY
36039,Greene,New York,NY
36041,Hamilton,New York,NY
36043,Herkimer,New York,NY
36045,Jefferson,New York,NY
36047,Kings,New York,NY
36049,Lewis,New York,NY
36051,Livingston,New York,NY
36053,Madison,New York,NY
36055,Monroe,New York,NY
36057,Montgomery,New York,NY
36059,Nassau,New York,NY
36061,New York,New York,NY
36063,Niagara,New York,NY
36065,Oneida,New York,NY
36067,Onondaga,New York,NY
36069,Ontario,New York,NY
36071,Orange,New York,NY
36073,Orleans,New York,NY
36075,Oswego,New York,NY
36077,Otsego,New York,NY
36079,Putnam,New York,NY
36081,Queens,New York,NY
36083,Rensselaer,New York,NY
36085,Richmond,New York,NY
36087,Rockland,New York,NY
36089,St. Lawrence,New York,NY
36091,Saratoga,New York,NY
36093,Schenectady,New York,NY
36095,Schoharie,New York,NY
36097,Schuyler,New York,NY
36099,Seneca,New York,NY
36101,Steuben,New York,NY
36103,Suffolk,New York,NY
36105,Sullivan,New York,NY
36107,Tioga,New York,NY
36109,Tompkins,New York,NY
36111,Ulster,New York,NY
36113,Warren,New York,NY
36115,Washington,New York,NY
36117,Wayne,New York,NY
36119,Westchester,New York,NY
36121,Wyoming,New York,NY
36123,Yates,New York,NY
37001,Alamance,North Carolina,NC
37003,Alexander,North Carolina,NC
37005,Alleghany,North Carolina,NC
37007,Anson,North Carolina,NC
37009,Ashe,North Carolina,NC
37011,Avery,North Carolina,NC
37013,Beaufort,North Carolina,NC
37015,Bertie,North Carolina,NC
37017,Bladen,North Carolina,NC
37019,Brunswick,North Carolina,NC
37021,Buncombe,North Carolina,NC
37023,Burke,North Carolina,NC
37025,Cabarrus,North Carolina,NC
37027,Caldwell,North Carolina,NC
37029,Camden,North Carolina,NC
37031,Carteret,North Carolina,NC
37033,Caswell,North Carolina,NC
37035,Catawba,North Carolina,NC
37037,Chatham,North Carolina,NC
37039,Cherokee,North Carolina,NC
37041,Chowan,North Carolina,NC
37043,Clay,North Carolina,NC
37045,Cleveland,North Carolina,NC
37047,Columbus,North Carolina,NC
37049,Craven,North Carolina,NC
37051,Cumberland,North Carolina,NC
37053,Currituck,North Carolina,NC
37055,Dare,North Carolina,NC
37057,Davidson,North Carolina,NC
37059,Davie,North Carolina,NC
37061,Duplin,North Carolina,NC
37063,Durham,North Carolina,NC
37065,Edgecombe,North Carolina,NC
37067,Forsyth,North Carolina,NC
37069,Franklin,North Carolina,NC
37071,Gaston,North Carolina,NC
37073,Gates,North Carolina,NC
37075,Graham,North Carolina,NC
37077,Granville,North Carolina,NC
37079,Greene,North Carolina,NC
37081,Guilford,North Carolina,NC
37083,Halifax,North Carolina,NC
37085,Harnett,North Carolina,NC
37087,Haywood,North Carolina,NC
37089,Henderson,North Carolina,NC
37091,Hertford,North Carolina,NC
37093,Hoke,North Carolina,NC
37095,Hyde,North Carolina,NC
37097,Iredell,North Carolina,NC
37099,Jackson,North Carolina,NC
37101,Johnston,North Carolina,NC
37103,Jones,North Carolina,NC
37105,Lee,North Carolina,NC
37107,Lenoir,North Carolina,NC
37109,Lincoln,North Carolina,NC
37111,McDowell,North Carolina,NC
37113,Macon,North Carolina,NC
37115,Madison,North Carolina,NC
37117,Martin,North Carolina,NC
37119,Mecklenburg,North Carolina,NC
37121,Mitchell,North Carolina,NC
37123,Montgomery,North Carolina,NC
37125,Moore,North Carolina,NC
37127,Nash,North Carolina,NC
37129,New Hanover,North Carolina,NC
37131,Northampton,North Carolina,NC
37133,Onslow,North Carolina,NC
37135,Orange,North Carolina,NC
37137,Pamlico,North Carolina,NC
37139,Pasquotank,North Carolina,NC
37141,Pender,North Carolina,NC
37143,Perquimans,North Carolina,NC
37145,Person,North Carolina,NC
37147,Pitt,North Carolina,NC
37149,Polk,North Carolina,NC
37151,Randolph,North Carolina,NC
37153,Richmond,North Carolina,NC
37155,Robeson,North Carolina,NC
37157,Rockingham,North Carolina,NC
37159,Rowan,North Carolina,NC
37161,Rutherford,North Carolina,NC
37163,Sampson,North Carolina,NC
37165,Scotland,North Carolina,NC
37167,Stanly,North Carolina,NC
37169,Stokes,North Carolina,NC
37171,Surry,North Carolina,NC
37173,Swain,North Carolina,NC
37175,Transylvania,North Carolina,NC
37177,Tyrrell,North Carolina,NC
37179,Union,North Carolina,NC
37181,Vance,North Carolina,NC
37183,Wake,North Carolina,NC
37185,Warren,North Carolina,NC
37187,Washington,North Carolina,NC
37189,Watauga,North Carolina,NC
37191,Wayne,North Carolina,NC
37193,Wilkes,North Carolina,NC
37195,Wilson,North Carolina,NC
37197,Yadkin,North Carolina,NC
37199,Yancey,North Carolina,NC
38001,Adams,North Dakota,ND
38003,Barnes,North Dakota,ND
38005,Benson,North Dakota,ND
38007,Billings,North Dakota,ND
38009,Bottineau,North Dakota,ND
38011,Bowman,North Dakota,ND
38013,Burke,North Dakota,ND
38015,Burleigh,North Dakota,ND
38017,Cass,North Dakota,ND
38019,Cavalier,North Dakota,ND
38021,Dickey,North Dakota,ND
38023,Divide,North Dakota,ND
38025,Dunn,North Dakota,ND
38027,Eddy,North Dakota,ND
38029,Emmons,North Dakota,ND
38031,Foster,North Dakota,ND
38033,Golden Valley,North Dakota,ND
38035,Grand Forks,North Dakota,ND
38037,Grant,North Dakota,ND
38039,Griggs,North Dakota,ND
38041,Hettinger,North Dakota,ND
38043,Kidder,North Dakota,ND
38045,LaMoure,North Dakota,ND
38047,Logan,North Dakota,ND
38049,McHenry,North Dakota,ND
38051,McIntosh,North Dakota,ND
38053,McKenzie,North Dakota,ND
38055,McLean,North Dakota,ND
38057,Mercer,North Dakota,ND
38059,Morton,North Dakota,ND
38061,Mountrail,North Dakota,ND
38063,Nelson,North Dakota,ND
38065,Oliver,North Dakota,ND
38067,Pembina,North Dakota,ND
38069,Pierce,North Dakota,ND
38071,Ramsey,North Dakota,ND
38073,Ransom,North Dakota,ND
38075,Renville,North Dakota,ND
38077,Richland,North Dakota,ND
38079,Rolette,North Dakota,ND
38081,Sargent,North Dakota,ND
38083,Sheridan,North Dakota,ND
38085,Sioux,North Dakota,ND
38087,Slope,North Dakota,ND
38089,Stark,North Dakota,ND
38091,Steele,North Dakota,ND
38093,Stutsman,North Dakota,ND
38095,Towner,North Dakota,ND
38097,Traill,North Dakota,ND
38099,Walsh,North Dakota,ND
38101,Ward,North Dakota,ND
38103,Wells,North Dakota,ND
38105,Williams,North Dakota,ND
39001,Adams,Ohio,OH
39003,Allen,Ohio,OH
39005,Ashland,Ohio,OH
39007,Ashtabula,Ohio,OH
39009,Athens,Ohio,OH
39011,Auglaize,Ohio,OH
39013,Belmont,Ohio,OH
39015,Brown,Ohio,OH
39017,Butler,Ohio,OH
39019,Carroll,Ohio,OH
39021,Champaign,Ohio,OH
39023,Clark,Ohio,OH
39025,Clermont,Ohio,OH
39027,Clinton,Ohio,OH
39029,Columbiana,Ohio,OH
39031,Coshocton,Ohio,OH
39033,Crawford,Ohio,OH
39035,Cuyahoga,Ohio,OH
39037,Darke,Ohio,OH
39039,Defiance,Ohio,OH
39041,Delaware,Ohio,OH
39043,Erie,Ohio,OH
39045,Fairfield,Ohio,OH
39047,Fayette,Ohio,OH
39049,Franklin,Ohio,OH
39051,Fulton,Ohio,OH
39053,Gallia,Ohio,OH
39055,Geauga,Ohio,OH
39057,Greene,Ohio,OH
39059,Guernsey,Ohio,OH
39061,Hamilton,Ohio,OH
39063,Hancock,Ohio,OH
39065,Hardin,Ohio,OH
39067,Harrison,Ohio,OH
39069,Henry,Ohio,OH
39071,Highland,Ohio,OH
39073,Hocking,Ohio,OH
39075,Holmes,Ohio,OH
39077,Huron,Ohio,OH
39079,Jackson,Ohio,OH
39081,Jefferson,Ohio,OH
39083,Knox,Ohio,OH
39085,Lake,Ohio,OH
39087,Lawrence,Ohio,OH
39089,Licking,Ohio,OH
39091,Logan,Ohio,OH
39093,Lorain,Ohio,OH
39095,Lucas,Ohio,OH
39097,Madison,Ohio,OH
39099,Mahoning,Ohio,OH
39101,Marion,Ohio,OH
39103,Medina,Ohio,OH
39105,Meigs,Ohio,OH
39107,Mercer,Ohio,OH
39109,Miami,Ohio,OH
39111,Monroe,Ohio,OH
39113,Montgomery,Ohio,OH
39115,Morgan,Ohio,OH
39117,Morrow,Ohio,OH
39119,Muskingum,Ohio,OH
39121,Noble,Ohio,OH
39123,Ottawa,Ohio,OH
39125,Paulding,Ohio,OH
39127,Perry,Ohio,OH
39129,Pickaway,Ohio,OH
39131,Pike,Ohio,OH
39133,Portage,Ohio,OH
39135,Preble,Ohio,OH
39137,Putnam,Ohio,OH
39139,Richland,Ohio,OH
39141,Ross,Ohio,OH
39143,Sandusky,Ohio,OH
39145,Scioto,Ohio,OH
39147,Seneca,Ohio,OH
39149,Shelby,Ohio,OH
39151,Stark,Ohio,OH
39153,Summit,Ohio,OH
39155,Trumbull,Ohio,OH
39157,Tuscarawas,Ohio,OH
39159,Union,Ohio,OH
39161,Van Wert,Ohio,OH
39163,Vinton,Ohio,OH
39165,Warren,Ohio,OH
39167,Washington,Ohio,OH
39169,Wayne,Ohio,OH
39171,Williams,Ohio,OH
39173,Wood,Ohio,OH
39175,Wyandot,Ohio,OH
40001,Adair,Oklahoma,OK
40003,Alfalfa,Oklahoma,OK
40005,Atoka,Oklahoma,OK
40007,Beaver,Oklahoma,OK
40009,Beckham,Oklahoma,OK
40011,Blaine,Oklahoma,OK
40013,Bryan,Oklahoma,OK
40015,Caddo,Oklahoma,OK
40017,Canadian,Oklahoma,OK
40019,Carter,Oklahoma,OK
40021,Cherokee,Oklahoma,OK
40023,Choctaw,Oklahoma,OK
40025,Cimarron,Oklahoma,OK
40027,Cleveland,Oklahoma,OK
40029,Coal,Oklahoma,OK
40031,Comanche,Oklahoma,OK
40033,Cotton,Oklahoma,OK
40035,Craig,Oklahoma,OK
40037,Creek,Oklahoma,OK
40039,Custer,Oklahoma,OK
40041,Delaware,Oklahoma,OK
40043,Dewey,Oklahoma,OK
40045,Ellis,Oklahoma,OK
40047,Garfield,Oklahoma,OK
40049,Garvin,Oklahoma,OK
40051,Grady,Oklahoma,OK
40053,Grant,Oklahoma,OK
40055,Greer,Oklahoma,OK
40057,Harmon,Oklahoma,OK
40059,Harper,Oklahoma,OK
40061,Haskell,Oklahoma,OK
40063,Hughes,Oklahoma,OK
40065,Jackson,Oklahoma,OK
40067,Jefferson,Oklahoma,OK
40069,Johnston,Oklahoma,OK
40071,Kay,Oklahoma,OK
40073,Kingfisher,Oklahoma,OK
40075,Kiowa,Oklahoma,OK
40077,Latimer,Oklahoma,OK
40079,Le Flore,Oklahoma,OK
40081,Lincoln,Oklahoma,OK
40083,Logan,Oklahoma,OK
40085,Love,Oklahoma,OK
40087,McClain,Oklahoma,OK
40089,McCurtain,Oklahoma,OK
40091,McIntosh,Oklahoma,OK
40093,Major,Oklahoma,OK
40095,Marshall,Oklahoma,OK
40097,Mayes,Oklahoma,OK
40099,Murray,Oklahoma,OK
40101,Muskogee,Oklahoma,OK
40103,Noble,Oklahoma,OK
40105,Nowata,Oklahoma,OK
40107,Okfuskee,Oklahoma,OK
40109,Oklahoma,Oklahoma,OK
40111,Okmulgee,Oklahoma,OK
40113,Osage,Oklahoma,OK
40115,Ottawa,Oklahoma,OK
40117,Pawnee,Oklahoma,OK
40119,Payne,Oklahoma,OK
40121,Pittsburg,Oklahoma,OK
40123,Pontotoc,Oklahoma,OK
40125,Pottawatomie,Oklahoma,OK
40127,Pushmataha,Oklahoma,OK
40129,Roger Mills,Oklahoma,OK
40131,Rogers,Oklahoma,OK
40133,Seminole,Oklahoma,OK
40135,Sequoyah,Oklahoma,OK
40137,Stephens,Oklahoma,OK
40139,Texas,Oklahoma,OK
40141,Tillman,Oklahoma,OK
40143,Tulsa,Oklahoma,OK
40145,Wagoner,Oklahoma,OK
40147,Washington,Oklahoma,OK
40149,Washita,Oklahoma,OK
40151,Woods,Oklahoma,OK
40153,Woodward,Oklahoma,OK
41001,Baker,Oregon,OR
41003,Benton,Oregon,OR
41005,Clackamas,Oregon,OR
41007,Clatsop,Oregon,OR
41009,Columbia,Oregon,OR
41011,Coos,Oregon,OR
41013,Crook,Oregon,OR
41015,Curry,Oregon,OR
41017,Deschutes,Oregon,OR
41019,Douglas,Oregon,OR
41021,Gilliam,Oregon,OR
41023,Grant,Oregon,OR
41025,Harney,Oregon,OR
41027,Hood River,Oregon,OR
41029,Jackson,Oregon,OR
41031,Jefferson,Oregon,OR
41033,Josephine,Oregon,OR
41035,Klamath,Oregon,OR
41037,Lake,Oregon,OR
41039,Lane,Oregon,OR
41041,Lincoln,Oregon,OR
41043,Linn,Oregon,OR
41045,Malheur,Oregon,OR
41047,Marion,Oregon,OR
41049,Morrow,Oregon,OR
41051,Multnomah,Oregon,OR
41053,Polk,Oregon,OR
41055,Sherman,Oregon,OR
41057,Tillamook,Oregon,OR
41059,Umatilla,Oregon,OR
41061,Union,Oregon,OR
41063,Wallowa,Oregon,OR
41065,Wasco,Oregon,OR
41067,Washington,Oregon,OR
41069,Wheeler,Oregon,OR
41071,Yamhill,Oregon,OR
42001,Adams,Pennsylvania,PA
42003,Allegheny,Pennsylvania,PA
42005,Armstrong,Pennsylvania,PA
42007,Beaver,Pennsylvania,PA
42009,Bedford,Pennsylvania,PA
42011,Berks,Pennsylvania,PA
42013,Blair,Pennsylvania,PA
42015,Bradford,Pennsylvania,PA
42017,Bucks,Pennsylvania,PA
42019,Butler,Pennsylvania,PA
42021,Cambria,Pennsylvania,PA
42023,Cameron,Pennsylvania,PA
42025,Carbon,Pennsylvania,PA
42027,Centre,Pennsylvania,PA
42029,Chester,Pennsylvania,PA
42031,Clarion,Pennsylvania,PA
42033,Clearfield,Pennsylvania,PA
42035,Clinton,Pennsylvania,PA
42037,Columbia,Pennsylvania,PA
42039,Crawford,Pennsylvania,PA
42041,Cumberland,Pennsylvania,PA
42043,Dauphin,Pennsylvania,PA
42045,Delaware,Pennsylvania,PA
42047,Elk,Pennsylvania,PA
42049,Erie,Pennsylvania,PA
42051,Fayette,Pennsylvania,PA
42053,Forest,Pennsylvania,PA
42055,Franklin,Pennsylvania,PA
42057,Fulton,Pennsylvania,PA
42059,Greene,Pennsylvania,PA
42061,Huntingdon,Pennsylvania,PA
42063,Indiana,Pennsylvania,PA
42065,Jefferson,Pennsylvania,PA
42067,Juniata,Pennsylvania,PA
42069,Lackawanna,Pennsylvania,PA
42071,Lancaster,Pennsylvania,PA
42073,Lawrence,Pennsylvania,PA
42075,Lebanon,Pennsylvania,PA
42077,Lehigh,Pennsylvania,PA
42079,Luzerne,Pennsylvania,PA
42081,Lycoming,Pennsylvania,PA
42083,McKean,Pennsylvania,PA
42085,Mercer,Pennsylvania,PA
42087,Mifflin,Pennsylvania,PA
42089,Monroe,Pennsylvania,PA
42091,Montgomery,Pennsylvania,PA
42093,Montour,Pennsylvania,PA
42095,Northampton,Pennsylvania,PA
42097,Northumberland,Pennsylvania,PA
42099,Perry,Pennsylvania,PA
42101,Philadelphia,Pennsylvania,PA
42103,Pike,Pennsylvania,PA
42105,Potter,Pennsylvania,PA
42107,Schuylkill,Pennsylvania,PA
42109,Snyder,Pennsylvania,PA
42111,Somerset,Pennsylvania,PA
42113,Sullivan,Pennsylvania,PA
42115,Susquehanna,Pennsylvania,PA
42117,Tioga,Pennsylvania,PA
42119,Union,Pennsylvania,PA
42121,Venango,Pennsylvania,PA
42123,Warren,Pennsylvania,PA
42125,Washington,Pennsylvania,PA
42127,Wayne,Pennsylvania,PA
42129,Westmoreland,Pennsylvania,PA
42131,Wyoming,Pennsylvania,PA
42133,York,Pennsylvania,PA
44001,Bristol,Rhode Island,RI
44003,Kent,Rhode Island,RI
44005,Newport,Rhode Island,RI
44007,Providence,Rhode Island,RI
44009,Washington,Rhode Island,RI
45001,Abbeville,South Carolina,SC
45003,Aiken,South Carolina,SC
45005,Allendale,South Carolina,SC
45007,Anderson,South Carolina,SC
45009,Bamberg,South Carolina,SC
45011,Barnwell,South Carolina,SC
45013,Beaufort,South Carolina,SC
45015,Berkeley,South Carolina,SC
45017,Calhoun,South Carolina,SC
45019,Charleston,South Carolina,SC
45021,Cherokee,South Carolina,SC
45023,Chester,South Carolina,SC
45025,Chesterfield,South Carolina,SC
45027,Clarendon,South Carolina,SC
45029,Colleton,South Carolina,SC
45031,Darlington,South Carolina,SC
45033,Dillon,South Carolina,SC
45035,Dorchester,South Carolina,SC
45037,Edgefield,South Carolina,SC
45039,Fairfield,South Carolina,SC
45041,Florence,South Carolina,SC
45043,Georgetown,South Carolina,SC
45045,Greenville,South Carolina,SC
45047,Greenwood,South Carolina,SC
45049,Hampton,South Carolina,SC
45051,Horry,South Carolina,SC
45053,Jasper,South Carolina,SC
45055,Kershaw,South Carolina,SC
45057,Lancaster,South Carolina,SC
45059,Laurens,South Carolina,SC
45061,Lee,South Carolina,SC
45063,Lexington,South Carolina,SC
45065,McCormick,South Carolina,SC
45067,Marion,South Carolina,SC
45069,Marlboro,South Carolina,SC
45071,Newberry,South Carolina,SC
45073,Oconee,South Carolina,SC
45075,Orangeburg,South Carolina,SC
45077,Pickens,South Carolina,SC
45079,Richland,South Carolina,SC
45081,Saluda,South Carolina,SC
45083,Spartanburg,South Carolina,SC
45085,Sumter,South Carolina,SC
45087,Union,South Carolina,SC
45089,Williamsburg,South Carolina,SC
45091,York,South Carolina,SC
46003,Aurora,South Dakota,SD
46005,Beadle,South Dakota,SD
46007,Bennett,South Dakota,SD
46009,Bon Homme,South Dakota,SD
46011,Brookings,South Dakota,SD
46013,Brown,South Dakota,SD
46015,Brule,South Dakota,SD
46017,Buffalo,South Dakota,SD
46019,Butte,South Dakota,SD
46021,Campbell,South Dakota,SD
46023,Charles Mix,South Dakota,SD
46025,Clark,South Dakota,SD
46027,Clay,South Dakota,SD
46029,Codington,South Dakota,SD
46031,Corson,South Dakota,SD
46033,Custer,South Dakota,SD
46035,Davison,South Dakota,SD
46037,Day,South Dakota,SD
46039,Deuel,South Dakota,SD
46041,Dewey,South Dakota,SD
46043,Douglas,South Dakota,SD
46045,Edmunds,South Dakota,SD
46047,Fall River,South Dakota,SD
46049,Faulk,South Dakota,SD
46051,Grant,South Dakota,SD
46053,Gregory,South Dakota,SD
46055,Haakon,South Dakota,SD
46057,Hamlin,South Dakota,SD
46059,Hand,South Dakota,SD
46061,Hanson,South Dakota,SD
46063,Harding,South Dakota,SD
46065,Hughes,South Dakota,SD
46067,Hutchinson,South Dakota,SD
46069,Hyde,South Dakota,SD
46071,Jackson,South Dakota,SD
46073,Jerauld,South Dakota,SD
46075,Jones,South Dakota,SD
46077,Kingsbury,South Dakota,SD
46079,Lake,South Dakota,SD
46081,Lawrence,South Dakota,SD
46083,Lincoln,South Dakota,SD
46085,Lyman,South Dakota,SD
46087,McCook,South Dakota,SD
46089,McPherson,South Dakota,SD
46091,Marshall,South Dakota,SD
46093,Meade,South Dakota,SD
46095,Mellette,South Dakota,SD
46097,Miner,South Dakota,SD
46099,Minnehaha,South Dakota,SD
46101,Moody,South Dakota,SD
46103,Pennington,South Dakota,SD
46105,Perkins,South Dakota,SD
46107,Potter,South Dakota,SD
46109,Roberts,South Dakota,SD
46111,Sanborn,South Dakota,SD
46113,Shannon,South Dakota,SD
46115,Spink,South Dakota,SD
46117,Stanley,South Dakota,SD
46119,Sully,South Dakota,SD
46121,Todd,South Dakota,SD
46123,Tripp,South Dakota,SD
46125,Turner,South Dakota,SD
46127,Union,South Dakota,SD
46129,Walworth,South Dakota,SD
46135,Yankton,South Dakota,SD
46137,Ziebach,South Dakota,SD
47001,Anderson,Tennessee,TN
47003,Bedford,Tennessee,TN
47005,Benton,Tennessee,TN
47007,Bledsoe,Tennessee,TN
47009,Blount,Tennessee,TN
47011,Bradley,Tennessee,TN
47013,Campbell,Tennessee,TN
47015,Cannon,Tennessee,TN
47017,Carroll,Tennessee,TN
47019,Carter,Tennessee,TN
47021,Cheatham,Tennessee,TN
47023,Chester,Tennessee,TN
47025,Claiborne,Tennessee,TN
47027,Clay,Tennessee,TN
47029,Cocke,Tennessee,TN
47031,Coffee,Tennessee,TN
47033,Crockett,Tennessee,TN
47035,Cumberland,Tennessee,TN
47037,Davidson,Tennessee,TN
47039,Decatur,Tennessee,TN
47041,DeKalb,Tennessee,TN
47043,Dickson,Tennessee,TN
47045,Dyer,Tennessee,TN
47047,Fayette,Tennessee,TN
47049,Fentress,Tennessee,TN
47051,Franklin,Tennessee,TN
47053,Gibson,Tennessee,TN
47055,Giles,Tennessee,TN
47057,Grainger,Tennessee,TN
47059,Greene,Tennessee,TN
47061,Grundy,Tennessee,TN
47063,Hamblen,Tennessee,TN
47065,Hamilton,Tennessee,TN
47067,Hancock,Tennessee,TN
47069,Hardeman,Tennessee,TN
47071,Hardin,Tennessee,TN
47073,Hawkins,Tennessee,TN
47075,Haywood,Tennessee,TN
47077,Henderson,Tennessee,TN
47079,Henry,Tennessee,TN
47081,Hickman,Tennessee,TN
47083,Houston,Tennessee,TN
47085,Humphreys,Tennessee,TN
47087,Jackson,Tennessee,TN
47089,Jefferson,Tennessee,TN
47091,Johnson,Tennessee,TN
47093,Knox,Tennessee,TN
47095,Lake,Tennessee,TN
47097,Lauderdale,Tennessee,TN
47099,Lawrence,Tennessee,TN
47101,Lewis,Tennessee,TN
47103,Lincoln,Tennessee,TN
47105,Loudon,Tennessee,TN
47107,McMinn,Tennessee,TN
47109,McNairy,Tennessee,TN
47111,Macon,Tennessee,TN
47113,Madison,Tennessee,TN
47115,Marion,Tennessee,TN
47117,Marshall,Tennessee,TN
47119,Maury,Tennessee,TN
47121,Meigs,Tennessee,TN
47123,Monroe,Tennessee,TN
47125,Montgomery,Tennessee,TN
47127,Moore,Tennessee,TN
47129,Morgan,Tennessee,TN
47131,Obion,Tennessee,TN
47133,Overton,Tennessee,TN
47135,Perry,Tennessee,TN
47137,Pickett,Tennessee,TN
47139,Polk,Tennessee,TN
47141,Putnam,Tennessee,TN
47143,Rhea,Tennessee,TN
47145,Roane,Tennessee,TN
47147,Robertson,Tennessee,TN
47149,Rutherford,Tennessee,TN
47151,Scott,Tennessee,TN
47153,Sequatchie,Tennessee,TN
47155,Sevier,Tennessee,TN
47157,Shelby,Tennessee,TN
47159,Smith,Tennessee,TN
47161,Stewart,Tennessee,TN
47163,Sullivan,Tennessee,TN
47165,Sumner,Tennessee,TN
47167,Tipton,Tennessee,TN
47169,Trousdale,Tennessee,TN
47171,Unicoi,Tennessee,TN
47173,Union,Tennessee,TN
47175,Van Buren,Tennessee,TN
47177,Warren,Tennessee,TN
47179,Washington,Tennessee,TN
47181,Wayne,Tennessee,TN
47183,Weakley,Tennessee,TN
47185,White,Tennessee,TN
47187,Williamson,Tennessee,TN
47189,Wilson,Tennessee,TN
48001,Anderson,Texas,TX
48003,Andrews,Texas,TX
48005,Angelina,Texas,TX
48007,Aransas,Texas,TX
48009,Archer,Texas,TX
